Time,AE,EC,M,O
3786.305,26808.82353,-6.19E-07,0.042641035,1
3786.808182,26157.57576,-6.27E-07,0.052307046,1
3787.304242,21000,-6.24E-07,0.055598394,1
3787.801818,28709.09091,-6.18E-07,0.039528295,1
3788.305,20323.52941,-6.21E-07,0.064868887,1
3788.807576,27348.48485,-6.15E-07,0.037636364,1
3789.302424,23024.24242,-6.22E-07,0.058479007,1
3789.805294,24555.88235,-6.13E-07,0.048949681,1
3790.308788,27924.24242,-6.17E-07,0.045596933,1
3790.805455,19806.06061,-6.18E-07,0.061766338,1
3791.302424,27009.09091,-6.11E-07,0.036921504,1
3791.805,21252.94118,-6.23E-07,0.063343728,1
3792.307576,25730.30303,-6.12E-07,0.042389923,1
3792.802727,24881.81818,-6.16E-07,0.052068273,1
3793.298788,19863.63636,-6.16E-07,0.05613253,1
3793.809697,28845.45455,-6.15E-07,0.040047463,1
3794.305455,21260.60606,-6.21E-07,0.064995254,1
3794.801212,27272.72727,-6.12E-07,0.037876597,1
3795.305,22988.23529,-6.24E-07,0.058471297,1
3795.808182,24260.60606,-6.15E-07,0.048648777,1
3796.302424,27136.36364,-6.22E-07,0.045231471,1
3796.805882,20829.41176,-6.26E-07,0.061597449,1
3797.309394,27903.0303,-6.21E-07,0.036874772,1
3797.805455,21833.33333,-6.28E-07,0.063497627,1
3798.302424,26524.24242,-6.19E-07,0.042634173,1
3798.805,25576.47059,-6.26E-07,0.051991141,1
3799.307576,20460.60606,-6.20E-07,0.055374224,1
3799.802727,29527.27273,-6.18E-07,0.039725447,1
3800.305294,20376.47059,-6.26E-07,0.064550673,1
3800.810303,27578.78788,-6.19E-07,0.03743483,1
3801.306667,22824.24242,-6.28E-07,0.058615918,1
3801.802424,22793.93939,-6.20E-07,0.048930632,1
3802.305,28197.05882,-6.27E-07,0.045297661,1
3802.807879,19221.21212,-6.30E-07,0.061419861,1
3803.303333,27309.09091,-6.22E-07,0.036573567,1
3803.799091,22424.24242,-6.31E-07,0.063089814,1
